"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 20 13:48:28 GMT 2025","Thu Feb 20 13:48:28 GMT 2025","119","Surefire suite","Surefire test","Login.LoginTest","Login.LoginTest","testTentarFazerLoginComEmailInvalido","testTentarFazerLoginComEmailInvalido",""
"passed","Thu Feb 20 13:48:25 GMT 2025","Thu Feb 20 13:48:27 GMT 2025","2039","Surefire suite","Surefire test","Login.LoginTest","Login.LoginTest","testDeveFazerLoginComSucesso","testDeveFazerLoginComSucesso",""
"passed","Thu Feb 20 13:48:27 GMT 2025","Thu Feb 20 13:48:28 GMT 2025","119","Surefire suite","Surefire test","Login.LoginTest","Login.LoginTest","testTentarFazerLoginComCredenciaisInvalidas","testTentarFazerLoginComCredenciaisInvalidas",""
"passed","Thu Feb 20 13:48:27 GMT 2025","Thu Feb 20 13:48:27 GMT 2025","261","Surefire suite","Surefire test","Login.LoginTest","Login.LoginTest","testDeveFazerLoginComSucessoSchema","testDeveFazerLoginComSucessoSchema",""
